delta_counts,elapsed_s,note,payload_hex,raw_position,remaining_counts,reply_kind,rx_bytes_hex,state,target_unwrapped,timestamp,unwrapped_position
5,7.889944700000342,,003978,12335,2313,valid,00302F,FINE,1073976,1790025077.0462415,1071663
3,8.065844500000821,,003978,12338,2310,valid,003032,FINE,1073976,1790025077.2221642,1071666
2,8.241759900003672,,003978,12340,2308,valid,003034,FINE,1073976,1790025077.3980634,1071668
0,8.417651299998397,,003978,12340,2308,valid,003034,FINE,1073976,1790025077.5739446,1071668
0,8.593553100014105,,003978,12340,2308,valid,003034,FINE,1073976,1790025077.7498755,1071668
1,8.769730900006834,,003978,12341,2307,valid,003035,FINE,1073976,1790025077.925803,1071669
2,8.945418899995275,,003978,12343,2305,valid,003037,FINE,1073976,1790025078.1016831,1071671
7,9.121282200008864,,003978,12350,2298,valid,00303E,FINE,1073976,1790025078.2776017,1071678
9,9.2971966000041,,003978,12359,2289,valid,003047,FINE,1073976,1790025078.453472,1071687
3,9.47307509998791,,003978,12362,2286,valid,00304A,FINE,1073976,1790025078.629402,1071690
7,9.64940170000773,,003978,12369,2279,valid,003051,FINE,1073976,1790025078.80529,1071697
24,9.824888400005875,,003978,12393,2255,valid,003069,FINE,1073976,1790025078.9812036,1071721
16,10.000799600005848,,003978,12409,2239,valid,003079,FINE,1073976,1790025079.1571324,1071737
25,10.176933500013547,,003978,12434,2214,valid,003092,FINE,1073976,1790025079.333019,1071762
11,10.352659099997254,,003978,12445,2203,valid,00309D,FINE,1073976,1790025079.5089545,1071773
11,10.528543699998409,,003978,12456,2192,valid,0030A8,FINE,1073976,1790025079.6848636,1071784
31,10.704458599997452,,003978,12487,2161,valid,0030C7,FINE,1073976,1790025079.8607416,1071815
40,10.880636199988658,,003978,12527,2121,valid,0030EF,FINE,1073976,1790025080.0366688,1071855
26,11.056692799989833,,003978,12553,2095,valid,003109,FINE,1073976,1790025080.212597,1071881
40,11.232386599993333,,003978,12593,2055,valid,003131,FINE,1073976,1790025080.3884792,1071921
49,11.40812169999117,,003978,12642,2006,valid,003162,FINE,1073976,1790025080.5643783,1071970
77,11.584061600005953,,003978,12719,1929,valid,0031AF,FINE,1073976,1790025080.740284,1072047
94,11.760140400001546,,003978,12813,1835,valid,00320D,FINE,1073976,1790025080.9161966,1072141
99,11.935809199989308,,003978,12912,1736,valid,003270,FINE,1073976,1790025081.092125,1072240
119,12.11197820000234,,003978,13031,1617,valid,0032E7,FINE,1073976,1790025081.26801,1072359
89,12.288112799986266,,003978,13120,1528,valid,003340,FINE,1073976,1790025081.4439094,1072448
102,12.46352369998931,,003978,13222,1426,valid,0033A6,FINE,1073976,1790025081.6198068,1072550
151,12.639780900004553,,003978,13373,1275,valid,00343D,FINE,1073976,1790025081.7957213,1072701
170,12.815308299992466,,003978,13543,1105,valid,0034E7,FINE,1073976,1790025081.9716325,1072871
144,12.991439700010233,,003978,13687,961,valid,003577,FINE,1073976,1790025082.1475322,1073015
68,13.16724810001324,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025082.3234193,1073083
0,13.343015699996613,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025082.4993458,1073083
0,13.519333900010679,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025082.6752927,1073083
0,13.694911400001729,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025082.8511336,1073083
0,13.870973899989622,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025083.0270483,1073083
0,14.04701519999071,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025083.2029493,1073083
0,14.222757400013506,,002000,13755,893,valid,0035BB,SLOW,1073976,1790025083.378878,1073083
-1,14.398700499994447,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025083.5547814,1073082
0,14.574653599993326,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025083.7306793,1073082
0,14.750292499986244,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025083.906579,1073082
0,14.926164900010917,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025084.082472,1073082
0,15.102076400013175,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025084.258381,1073082
0,15.277975600009086,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025084.4342837,1073082
0,15.453909300005762,,002000,13754,894,valid,0035BA,SLOW,1073976,1790025084.6102238,1073082
2,15.63014779999503,,002000,13756,892,valid,0035BC,SLOW,1073976,1790025084.7860966,1073084
2,15.805683499987936,,002000,13758,890,valid,0035BE,SLOW,1073976,1790025084.9620204,1073086
11,15.981619600002887,,002000,13769,879,valid,0035C9,SLOW,1073976,1790025085.1379123,1073097
10,16.15788829998928,,002000,13779,869,valid,0035D3,SLOW,1073976,1790025085.3138072,1073107
2,16.333796499995515,,002000,13781,867,valid,0035D5,SLOW,1073976,1790025085.4897146,1073109
6,16.509313899994595,,002000,13787,861,valid,0035DB,SLOW,1073976,1790025085.665586,1073115
10,16.685371600004146,,002000,13797,851,valid,0035E5,SLOW,1073976,1790025085.8415148,1073125
4,16.861420200002613,,002000,13801,847,valid,0035E9,SLOW,1073976,1790025086.017411,1073129
7,17.03700760001084,,002000,13808,840,valid,0035F0,SLOW,1073976,1790025086.193294,1073136
27,17.21330120001221,,002000,13835,813,valid,00360B,SLOW,1073976,1790025086.3692224,1073163
24,17.389132200012682,,002000,13859,789,valid,003623,SLOW,1073976,1790025086.5451627,1073187
25,17.56475180000416,,002000,13884,764,valid,00363C,SLOW,1073976,1790025086.7210848,1073212
13,17.740685400000075,,002000,13897,751,valid,003649,SLOW,1073976,1790025086.8969545,1073225
36,17.91654189999099,,002000,13933,715,valid,00366D,SLOW,1073976,1790025087.0728555,1073261
13,18.09281989998999,,002000,13946,702,valid,00367A,SLOW,1073976,1790025087.248759,1073274
45,18.26881670000148,,002000,13991,657,valid,0036A7,SLOW,1073976,1790025087.4247153,1073319
42,18.44431250001071,,002000,14033,615,valid,0036D1,SLOW,1073976,1790025087.600615,1073361
67,18.620221199991647,,002000,14100,548,valid,003714,SLOW,1073976,1790025087.7765112,1073428
73,18.79610879998654,,002000,14173,475,valid,00375D,SLOW,1073976,1790025087.952426,1073501
54,18.972452199988766,,002000,14227,421,valid,003793,SLOW,1073976,1790025088.1283114,1073555
91,19.1479185000062,,002000,14318,330,valid,0037EE,SLOW,1073976,1790025088.304227,1073646
124,19.32383109998773,,002000,14442,206,valid,00386A,SLOW,1073976,1790025088.4801555,1073770
42,19.55041369999526,,002000,14484,164,valid,003894,SLOW,1073976,1790025088.70403,1073812
0,19.723639400006505,,002000,14484,164,valid,003894,SLOW,1073976,1790025088.8799195,1073812
0,19.89953590001096,,002000,14484,164,valid,003894,SLOW,1073976,1790025089.0558164,1073812
0,20.07572799999616,,002000,14484,164,valid,003894,SLOW,1073976,1790025089.231754,1073812
0,20.251344899996184,,002000,14484,164,valid,003894,SLOW,1073976,1790025089.4076505,1073812
