cumulative_progress,cycle_elapsed_s,cycle_index,delta_counts,direction,elapsed_s,instant_cps,invalid_reason,monotonic_s,payload_hex,phase,raw_position,rx_bytes_hex,unwrapped_position,valid
6762,3.49255880000419,1,82,+,4.7008050000004005,465.59190645348696,,212524.9047819,0072F1,MEDIUM,113511,01BB67,113511,True
6868,3.6685129000106826,1,106,+,4.876759100006893,602.4298382139918,,212525.080736,0072F1,MEDIUM,113617,01BBD1,113617,True
6960,3.844524000014644,1,92,+,5.052770200010855,522.6943073358973,,212525.2567471,0072F1,MEDIUM,113709,01BC2D,113709,True
7058,4.020447699993383,1,98,+,5.228693899989594,557.0596799171666,,212525.4326708,0072F1,MEDIUM,113807,01BC8F,113807,True
7164,4.196023199998308,1,106,+,5.404269399994519,603.7288801514262,,212525.6082463,0072F1,MEDIUM,113913,01BCF9,113913,True
7298,4.371921700017992,1,134,+,5.580167900014203,761.8029715148472,,212525.7841448,0072F1,MEDIUM,114047,01BD7F,114047,True
7458,4.547817800019402,1,160,+,5.756064000015613,909.6278996448343,,212525.9600409,0072F1,MEDIUM,114207,01BE1F,114207,True
7619,4.72371750001912,1,161,+,5.931963700015331,915.2943410378649,,212526.1359406,0072F1,MEDIUM,114368,01BEC0,114368,True
7796,4.8996325000189245,1,177,+,6.107878700015135,1006.1677514719995,,212526.3118556,0072F1,MEDIUM,114545,01BF71,114545,True
7999,5.07602219999535,1,203,+,6.284268399991561,1150.8608497385665,,212526.4882453,0072F1,MEDIUM,114748,01C03C,114748,True
8260,5.251447999995435,1,261,+,6.459694199991645,1487.8085207527865,,212526.6636711,0072F1,MEDIUM,115009,01C141,115009,True
8475,5.427441400010139,1,215,+,6.635687600006349,1221.63672036586,,212526.8396645,0072F1,MEDIUM,115224,01C218,115224,True
8716,5.603617899992969,1,241,+,6.8118640999891795,1367.9463493910223,,212527.015841,0072F1,MEDIUM,115465,01C309,115465,True
8966,5.77919220001786,1,250,+,6.987438400014071,1423.898599991897,,212527.1914153,0072F1,MEDIUM,115715,01C403,115715,True
9246,5.955236700014211,1,280,+,7.163482900010422,1590.506945719995,,212527.3674598,0072F1,MEDIUM,115995,01C51B,115995,True
9485,6.1310009000007994,1,239,+,7.33924709999701,1359.7763368094131,,212527.543224,0072F1,MEDIUM,116234,01C60A,116234,True
9756,6.3069176000135485,1,271,+,7.515163800009759,1540.5018396795758,,212527.7191407,0072F1,MEDIUM,116505,01C719,116505,True
10084,6.483176800014917,1,328,+,7.691423000011127,1860.895771667259,,212527.8953999,0072F1,MEDIUM,116833,01C861,116833,True
10458,6.6588686000031885,1,374,+,7.867114799999399,2128.7276926126683,,212528.0710917,0072F1,MEDIUM,117207,01C9D7,117207,True
10864,6.834619600005681,1,406,+,8.042865800001891,2310.0864290629515,,212528.2468427,0072F1,MEDIUM,117613,01CB6D,117613,True
11286,7.0105468000110704,1,422,+,8.218793000007281,2398.7194702528745,,212528.4227699,0072F1,MEDIUM,118035,01CD13,118035,True
11677,7.186799400020391,1,391,+,8.395045600016601,2218.4069907582852,,212528.5990225,0072F1,MEDIUM,118426,01CE9A,118426,True
12069,7.362393300019903,1,392,+,8.570639500016114,2232.4237914932614,,212528.7746164,0072F1,MEDIUM,118818,01D022,118818,True
12491,7.538233500003116,1,422,+,8.746479699999327,2399.9062787706507,,212528.9504566,0072F1,MEDIUM,119240,01D1C8,119240,True
12911,7.714543200010667,1,420,+,8.922789400006877,2382.1718259517975,,212529.1267663,0072F1,MEDIUM,119660,01D36C,119660,True
13355,7.890091000008397,1,444,+,9.098337200004607,2529.2256582295017,,212529.3023141,0072F1,MEDIUM,120104,01D528,120104,True
13754,8.06615490000695,1,399,+,9.27440110000316,2266.22266122288,,212529.478378,0072F1,MEDIUM,120503,01D6B7,120503,True
14150,8.242127300007269,1,396,+,9.45037350000348,2250.352896245561,,212529.6543504,0072F1,MEDIUM,120899,01D843,120899,True
14560,8.417962900013663,1,410,+,9.626209100009874,2331.723496181039,,212529.830186,0072F1,MEDIUM,121309,01D9DD,121309,True
14960,8.59387000001152,1,400,+,9.802116200007731,2273.927544737374,,212530.0060931,0072F1,MEDIUM,121709,01DB6D,121709,True
15362,8.769856900005834,1,402,+,9.978103100002045,2284.2609308589954,,212530.18208,0072F1,MEDIUM,122111,01DCFF,122111,True
15801,8.945508500008145,1,439,+,10.153754700004356,2499.2655916269696,,212530.3577316,0072F1,MEDIUM,122550,01DEB6,122550,True
16298,9.121405900019454,1,497,+,10.329652100015664,2825.510780534833,,212530.533629,0072F1,MEDIUM,123047,01E0A7,123047,True
16780,9.297307900007581,1,482,+,10.505554100003792,2740.1621359196174,,212530.709531,0072F1,MEDIUM,123529,01E289,123529,True
17263,9.473585600004299,1,483,+,10.68183180000051,2739.99490581619,,212530.8858087,0072F1,MEDIUM,124012,01E46C,124012,True
17742,9.64914389999467,1,479,+,10.85739009999088,2728.4383593727694,,212531.061367,0072F1,MEDIUM,124491,01E64B,124491,True
18226,9.825359500013292,1,484,+,11.033605700009502,2746.635371379442,,212531.2375826,0072F1,MEDIUM,124975,01E82F,124975,True
18706,10.000920699996641,1,480,+,11.209166899992852,2734.0893092865913,,212531.4131438,0072F1,MEDIUM,125455,01EA0F,125455,True
19190,10.17685670001083,1,484,+,11.385102900007041,2751.0003635467688,,212531.5890798,0072F1,MEDIUM,125939,01EBF3,125939,True
115,0.15013699998962693,2,115,+,11.9288988999906,765.9640223664554,,212532.1328758,00E5E3,FAST,126370,01EDA2,126370,True
459,0.3259274000010919,2,344,+,12.104689300002065,1956.875915735811,,212532.3086662,00E5E3,FAST,126714,01EEFA,126714,True
904,0.5022554000024684,2,445,+,12.281017300003441,2523.7058209503093,,212532.4849942,00E5E3,FAST,127159,01F0B7,127159,True
1392,0.6779749999986961,2,488,+,12.456736899999669,2777.151780509835,,212532.6607138,00E5E3,FAST,127647,01F29F,127647,True
1873,0.8541218999889679,2,481,+,12.63288379998994,2730.6753625897736,,212532.8368607,00E5E3,FAST,128128,01F480,128128,True
2379,1.029583299998194,2,506,+,12.808345199999167,2883.825160254014,,212533.0123221,00E5E3,FAST,128634,01F67A,128634,True
2865,1.2055228000099305,2,486,+,12.984284700010903,2762.313181335516,,212533.1882616,00E5E3,FAST,129120,01F860,129120,True
3351,1.3813774000154808,2,486,+,13.160139300016453,2763.646785382133,,212533.3641162,00E5E3,FAST,129606,01FA46,129606,True
3843,1.5573037000140175,2,492,+,13.33606560001499,2796.62563246139,,212533.5400425,00E5E3,FAST,130098,01FC32,130098,True
4376,1.7332123999949545,2,533,+,13.511974299995927,3029.980893825949,,212533.7159512,00E5E3,FAST,130631,01FE47,130631,True
4960,1.9091440000047442,2,584,+,13.687905900005717,3319.4718854799444,,212533.8918828,00E5E3,FAST,131215,02008F,131215,True
5480,2.0851927000039723,2,520,+,13.863954600004945,2953.7281445547733,,212534.0679315,00E5E3,FAST,131735,020297,131735,True
5911,2.2615073999913875,2,431,+,14.04026929999236,2444.4927168906697,,212534.2442462,0072F1,MEDIUM,132166,020446,132166,True
6152,2.4368015000072774,2,241,+,14.21556340000825,1374.8323530464181,,212534.4195403,0072F1,MEDIUM,132407,020537,132407,True
6280,2.612757299997611,2,128,+,14.391519199998584,727.4554178210202,,212534.5954961,0072F1,MEDIUM,132535,0205B7,132535,True
6366,2.7887057999905664,2,86,+,14.56746769999154,488.77938716978673,,212534.7714446,0072F1,MEDIUM,132621,02060D,132621,True
6432,2.9646713999973144,2,66,+,14.743433299998287,375.0733097688924,,212534.9474102,0072F1,MEDIUM,132687,02064F,132687,True
6496,3.1407418999879155,2,64,+,14.919503799988888,363.49076082260467,,212535.1234807,0072F1,MEDIUM,132751,02068F,132751,True
6575,3.3163853000150993,2,79,+,15.095147200016072,449.7749416589146,,212535.2991241,0072F1,MEDIUM,132830,0206DE,132830,True
6648,3.492452600010438,2,73,+,15.27121450001141,414.6141844733957,,212535.4751914,0072F1,MEDIUM,132903,020727,132903,True
6745,3.6684479000105057,2,97,+,15.447209800011478,551.1510818752696,,212535.6511867,0072F1,MEDIUM,133000,020788,133000,True
6859,3.8442982000124175,2,114,+,15.62306010001339,648.2786779366348,,212535.827037,0072F1,MEDIUM,133114,0207FA,133114,True
6971,4.020423500012839,2,112,+,15.799185400013812,635.9109111509354,,212536.0031623,0072F1,MEDIUM,133226,02086A,133226,True
7097,4.195990800013533,2,126,+,15.974752700014506,717.6735075352994,,212536.1787296,0072F1,MEDIUM,133352,0208E8,133352,True
7276,4.3720256999949925,2,179,+,16.150787599995965,1016.843819145253,,212536.3547645,0072F1,MEDIUM,133531,02099B,133531,True
7460,4.547720400005346,2,184,+,16.32648230000632,1047.2712039074422,,212536.5304592,0072F1,MEDIUM,133715,020A53,133715,True
7690,4.724055500002578,2,230,+,16.50281740000355,1304.3347581032406,,212536.7067943,0072F1,MEDIUM,133945,020B39,133945,True
7936,4.899847699998645,2,246,+,16.678609599999618,1399.379494684653,,212536.8825865,0072F1,MEDIUM,134191,020C2F,134191,True
8172,5.075467399990885,2,236,+,16.854229299991857,1343.8127955487266,,212537.0582062,0072F1,MEDIUM,134427,020D1B,134427,True
8424,5.251361500006169,2,252,+,17.03012340000714,1432.6802319014805,,212537.2341003,0072F1,MEDIUM,134679,020E17,134679,True
8665,5.427668699994683,2,241,+,17.206430599995656,1366.932263774255,,212537.4104075,0072F1,MEDIUM,134920,020F08,134920,True
8900,5.603592400002526,2,235,+,17.3823543000035,1335.8063750905844,,212537.5863312,0072F1,MEDIUM,135155,020FF3,135155,True
9162,5.779123100015568,2,262,+,17.55788500001654,1492.6163912098227,,212537.7618619,0072F1,MEDIUM,135417,0210F9,135417,True
9449,5.954998200002592,2,287,+,17.733760100003565,1631.839868299572,,212537.937737,0072F1,MEDIUM,135704,021218,135704,True
9730,6.130899600015255,2,281,+,17.909661500016227,1597.485864124854,,212538.1136384,0072F1,MEDIUM,135985,021331,135985,True
10042,6.306802400009474,2,312,+,18.085564300010446,1773.7068427009328,,212538.2895412,0072F1,MEDIUM,136297,021469,136297,True
10387,6.482710700016469,2,345,+,18.26147260001744,1961.249128018866,,212538.4654495,0072F1,MEDIUM,136642,0215C2,136642,True
10758,6.658629500016104,2,371,+,18.437391400017077,2108.927527932025,,212538.6413683,0072F1,MEDIUM,137013,021735,137013,True
11134,6.834539100003894,2,376,+,18.613301000004867,2137.4615144716286,,212538.8172779,0072F1,MEDIUM,137389,0218AD,137389,True
11549,7.0104616000026,2,415,+,18.789223500003573,2358.9933067291213,,212538.9932004,0072F1,MEDIUM,137804,021A4C,137804,True
11960,7.186337199993432,2,411,+,18.965099099994404,2336.8790214300634,,212539.169076,0072F1,MEDIUM,138215,021BE7,138215,True
12356,7.362316499988083,2,396,+,19.141078399989055,2250.2646618780514,,212539.3450553,0072F1,MEDIUM,138611,021D73,138611,True
12761,7.538150100008352,2,405,+,19.316912000009324,2303.3140421018184,,212539.5208889,0072F1,MEDIUM,139016,021F08,139016,True
13166,7.7140970999898855,2,405,+,19.492858999990858,2301.829528451785,,212539.6968359,0072F1,MEDIUM,139421,02209D,139421,True
13564,7.890028699999675,2,398,+,19.668790600000648,2262.242826063387,,212539.8727675,0072F1,MEDIUM,139819,02222B,139819,True
13998,8.065912699996261,2,434,+,19.844674599997234,2467.535421120879,,212540.0486515,0072F1,MEDIUM,140253,0223DD,140253,True
14419,8.242172400001436,2,421,+,20.02093430000241,2388.5210288434514,,212540.2249112,0072F1,MEDIUM,140674,022582,140674,True
14862,8.417704399995273,2,443,+,20.196466299996246,2523.7563522067494,,212540.4004432,0072F1,MEDIUM,141117,02273D,141117,True
15327,8.59363439999288,2,465,+,20.372396299993852,2643.096686217963,,212540.5763732,0072F1,MEDIUM,141582,02290E,141582,True
15750,8.769530799996573,2,423,+,20.548292699997546,2404.824658100544,,212540.7522696,0072F1,MEDIUM,142005,022AB5,142005,True
16196,8.945527500007302,2,446,+,20.724289400008274,2534.138424031891,,212540.9282663,0072F1,MEDIUM,142451,022C73,142451,True
16686,9.12131980000413,2,490,+,20.900081700005103,2787.380334683827,,212541.1040586,0072F1,MEDIUM,142941,022E5D,142941,True
17162,9.297610100009479,2,476,+,21.07637200001045,2700.0918370753175,,212541.2803489,0072F1,MEDIUM,143417,023039,143417,True
17657,9.473138500005007,2,495,+,21.25190040000598,2820.05646956624,,212541.4558773,0072F1,MEDIUM,143912,023228,143912,True
18135,9.64905410000938,2,478,+,21.427816000010353,2717.212117561588,,212541.6317929,0072F1,MEDIUM,144390,023406,144390,True
18614,9.824962699989555,2,479,+,21.603724599990528,2723.0050154113114,,212541.8077015,0072F1,MEDIUM,144869,0235E5,144869,True
19098,10.001262400008272,2,484,+,21.780024300009245,2745.3251477377207,,212541.9840012,0072F1,MEDIUM,145353,0237C9,145353,True
19589,10.177174400014337,2,491,+,21.95593630001531,2791.168311332213,,212542.1599132,0072F1,MEDIUM,145844,0239B4,145844,True
138,0.15033609999227338,3,138,+,22.499575599998934,917.9407529395504,,212542.7035525,00E5E3,FAST,146249,023B49,146249,True
440,0.32634169998345897,3,302,+,22.67558119999012,1715.8544956247088,,212542.8795581,00E5E3,FAST,146551,023C77,146551,True
858,0.5019240999827161,3,418,+,22.851163599989377,2380.64862994109,,212543.0551405,00E5E3,FAST,146969,023E19,146969,True
1344,0.6782170000078622,3,486,+,23.027456500014523,2756.7757971573324,,212543.2314334,00E5E3,FAST,147455,023FFF,147455,True
1806,0.8536927000095602,3,462,+,23.20293220001622,2632.843179970386,,212543.4069091,00E5E3,FAST,147917,0241CD,147917,True
2291,1.0297281999955885,3,485,+,23.37896770000225,2755.126096943479,,212543.5829446,00E5E3,FAST,148402,0243B2,148402,True
2771,1.2057800999900792,3,480,+,23.55501959999674,2726.468728909038,,212543.7589965,00E5E3,FAST,148882,024592,148882,True
3256,1.3819133999932092,3,485,+,23.73115289999987,2753.596281858009,,212543.9351298,00E5E3,FAST,149367,024777,149367,True
3741,1.5576904999907129,3,485,+,23.906929999997374,2759.176252235859,,212544.1109069,00E5E3,FAST,149852,02495C,149852,True
4226,1.7332221000106074,3,485,+,24.082461600017268,2763.0352594349433,,212544.2864385,00E5E3,FAST,150337,024B41,150337,True
4731,1.909159600007115,3,505,+,24.258399100013776,2870.337477854491,,212544.462376,00E5E3,FAST,150842,024D3A,150842,True
5272,2.085082899982808,3,541,+,24.43432239998947,3075.2037966247126,,212544.6382993,00E5E3,FAST,151383,024F57,151383,True
5700,2.2611497000034433,3,428,+,24.610389200010104,2430.8955461781447,,212544.8143661,0072F1,MEDIUM,151811,025103,151811,True
5944,2.437042300007306,3,244,+,24.786281800013967,1387.2101497996025,,212544.9902587,0072F1,MEDIUM,152055,0251F7,152055,True
6085,2.6127587000082713,3,141,+,24.961998200014932,802.4293691381423,,212545.1659751,0072F1,MEDIUM,152196,025284,152196,True
6170,2.7888558999984525,3,85,+,25.138095400005113,482.6879700798161,,212545.3420723,0072F1,MEDIUM,152281,0252D9,152281,True
6215,2.964731699990807,3,45,+,25.313971199997468,255.8623756193642,,212545.5179481,0072F1,MEDIUM,152326,025306,152326,True
6275,3.1408547000028193,3,60,+,25.49009420000948,340.6710083061712,,212545.6940711,0072F1,MEDIUM,152386,025342,152386,True
6338,3.3168164000089746,3,63,+,25.666055900015635,358.0324581871862,,212545.8700328,0072F1,MEDIUM,152449,025381,152449,True
6408,3.492741299996851,3,70,+,25.841980800003512,397.89705723762773,,212546.0459577,0072F1,MEDIUM,152519,0253C7,152519,True
6485,3.6681809999863617,3,77,+,26.017420499993023,438.89723936260566,,212546.2213974,0072F1,MEDIUM,152596,025414,152596,True
6593,3.8440419000107795,3,108,+,26.19328140001744,614.121729076813,,212546.3972583,0072F1,MEDIUM,152704,025480,152704,True
6719,4.019977899995865,3,126,+,26.369217400002526,716.1695162484148,,212546.5731943,0072F1,MEDIUM,152830,0254FE,152830,True
6848,4.195874199998798,3,129,+,26.54511370000546,733.3866601960889,,212546.7490906,0072F1,MEDIUM,152959,02557F,152959,True
6956,4.371816600003513,3,108,+,26.721056100010173,613.8372558127314,,212546.925033,0072F1,MEDIUM,153067,0255EB,153067,True
7096,4.547696800000267,3,140,+,26.896936300006928,795.99636572271,,212547.1009132,0072F1,MEDIUM,153207,025677,153207,True
7276,4.723570100002689,3,180,+,27.07280960000935,1023.4640505268337,,212547.2767865,0072F1,MEDIUM,153387,02572B,153387,True
7425,4.899522199993953,3,149,+,27.248761700000614,846.8213792696876,,212547.4527386,0072F1,MEDIUM,153536,0257C0,153536,True
7610,5.075502399995457,3,185,+,27.424741900002118,1051.254629773228,,212547.6287188,0072F1,MEDIUM,153721,025879,153721,True
7811,5.251314399996772,3,201,+,27.600553900003433,1143.2666712084304,,212547.8045308,0072F1,MEDIUM,153922,025942,153922,True
8040,5.4276151999947615,3,229,+,27.776854700001422,1298.9163974446628,,212547.9808316,0072F1,MEDIUM,154151,025A27,154151,True
8284,5.6032770999881905,3,244,+,27.95251659999485,1389.0319984534347,,212548.1564935,0072F1,MEDIUM,154395,025B1B,154395,True
8529,5.779069299984258,3,245,+,28.12830879999092,1393.6909601534146,,212548.3322857,0072F1,MEDIUM,154640,025C10,154640,True
8767,5.955183299985947,3,238,+,28.304422799992608,1351.3973903137567,,212548.5083997,0072F1,MEDIUM,154878,025CFE,154878,True
9011,6.131245600001421,3,244,+,28.48048510000808,1385.873068672597,,212548.684462,0072F1,MEDIUM,155122,025DF2,155122,True
9259,6.30681770000956,3,248,+,28.65605720001622,1412.5251107009765,,212548.8600341,0072F1,MEDIUM,155370,025EEA,155370,True
9596,6.482716900005471,3,337,+,28.831956400012132,1915.869998316277,,212549.0359333,0072F1,MEDIUM,155707,02603B,155707,True
9964,6.659039099991787,3,368,+,29.008278599998448,2087.0882964740636,,212549.2122555,0072F1,MEDIUM,156075,0261AB,156075,True
10361,6.834529199986719,3,397,+,29.18376869999338,2262.235875479394,,212549.3877456,0072F1,MEDIUM,156472,026338,156472,True
10766,7.010486799990758,3,405,+,29.35972629999742,2301.690861836612,,212549.5637032,0072F1,MEDIUM,156877,0264CD,156877,True
11174,7.186381799983792,3,408,+,29.535621299990453,2319.565650053491,,212549.7395982,0072F1,MEDIUM,157285,026665,157285,True
11553,7.362520599999698,3,379,+,29.71176010000636,2151.712172251515,,212549.915737,0072F1,MEDIUM,157664,0267E0,157664,True
11955,7.538193799991859,3,402,+,29.88743329999852,2288.339940400344,,212550.0914102,0072F1,MEDIUM,158066,026972,158066,True
12343,7.714319799997611,3,388,+,30.063559300004272,2202.9683294194433,,212550.2675362,0072F1,MEDIUM,158454,026AF6,158454,True
12727,7.890191699989373,3,384,+,30.239431199996034,2183.407355114644,,212550.4434081,0072F1,MEDIUM,158838,026C76,158838,True
13156,8.066003299987642,3,429,+,30.415242799994303,2440.1120290368967,,212550.6192197,0072F1,MEDIUM,159267,026E23,159267,True
13537,8.24214670000947,3,381,+,30.59138620001613,2163.0103651501236,,212550.7953631,0072F1,MEDIUM,159648,026FA0,159648,True
13953,8.417757099989103,3,416,+,30.766996599995764,2368.880203269559,,212550.9709735,0072F1,MEDIUM,160064,027140,160064,True
14366,8.593691099988064,3,413,+,30.942930599994725,2347.471210808825,,212551.1469075,0072F1,MEDIUM,160477,0272DD,160477,True
14814,8.770088099990971,3,448,+,31.119327599997632,2539.725732255172,,212551.3233045,0072F1,MEDIUM,160925,02749D,160925,True
15317,8.945946499996353,3,503,+,31.295186000003014,2860.2557511304967,,212551.4991629,0072F1,MEDIUM,161428,027694,161428,True
15784,9.121846399997594,3,467,+,31.471085900004255,2654.9190761149125,,212551.6750628,0072F1,MEDIUM,161895,027867,161895,True
16264,9.29728649999015,3,480,+,31.64652599999681,2735.9765527970244,,212551.8505029,0072F1,MEDIUM,162375,027A47,162375,True
16748,9.473185100010596,3,484,+,31.822424600017257,2751.5852880224256,,212552.0264015,0072F1,MEDIUM,162859,027C2B,162859,True
17236,9.649288099986734,3,488,+,31.998527599993395,2771.10554656153,,212552.2025045,0072F1,MEDIUM,163347,027E13,163347,True
17717,9.825383699993836,3,481,+,32.1746232000005,2731.470860036261,,212552.3786001,0072F1,MEDIUM,163828,027FF4,163828,True
18198,10.001104900002247,3,481,+,32.35034440000891,2737.2906625778605,,212552.5543213,0072F1,MEDIUM,164309,0281D5,164309,True
18198,10.177250400010962,3,262629,+,32.52648990001762,,implausible-jump,212552.7304668,0072F1,MEDIUM,426938,0683BA,164309,False
114,0.15044749999651685,4,114,+,33.07022930000676,757.7368924794907,,212553.2742062,00E5E3,FAST,165193,028549,165193,True
379,0.3259371999884024,4,265,+,33.245718999998644,1510.0601346532205,,212553.4496959,00E5E3,FAST,165458,028652,165458,True
729,0.5018531999958213,4,350,+,33.42163500000606,1989.5859386595844,,212553.6256119,00E5E3,FAST,165808,0287B0,165808,True
1177,0.6777557999885175,4,448,+,33.59753759999876,2546.864003252947,,212553.8015145,00E5E3,FAST,166256,028970,166256,True
1660,0.8536206999851856,4,483,+,33.77340249999543,2746.426376207821,,212553.9773794,00E5E3,FAST,166739,028B53,166739,True
2140,1.0295082999800798,4,480,+,33.94929009999032,2729.0155759356203,,212554.153267,00E5E3,FAST,167219,028D33,167219,True
2628,1.205887399992207,4,488,+,34.12566920000245,2766.767717753671,,212554.3296461,00E5E3,FAST,167707,028F1B,167707,True
3102,1.3814368000021204,4,474,+,34.30121860001236,2700.0946740531895,,212554.5051955,00E5E3,FAST,168181,0290F5,168181,True
3592,1.5575459999963641,4,490,+,34.477327800006606,2782.36457843211,,212554.6813047,00E5E3,FAST,168671,0292DF,168671,True
4078,1.7335271000047214,4,486,+,34.65330890001496,2761.6602008790715,,212554.8572858,00E5E3,FAST,169157,0294C5,169157,True
4558,1.9094187000009697,4,480,+,34.82920050001121,2728.9535146092157,,212555.0331774,00E5E3,FAST,169637,0296A5,169637,True
5063,2.084981699998025,4,505,+,35.004763500008266,2876.460302048101,,212555.2087404,00E5E3,FAST,170142,02989E,170142,True
5481,2.2612730999826454,4,418,+,35.18105489999289,2371.0742556725168,,212555.3850318,0072F1,MEDIUM,170560,029A40,170560,True
5718,2.437077999988105,4,237,+,35.35685979999835,1348.0852922338327,,212555.5608367,0072F1,MEDIUM,170797,029B2D,170797,True
5850,2.612686499982374,4,132,+,35.532468299992615,751.672043234286,,212555.7364452,0072F1,MEDIUM,170929,029BB1,170929,True
5939,2.7887474999879487,4,89,+,35.70852929999819,505.50661416884975,,212555.9125062,0072F1,MEDIUM,171018,029C0A,171018,True
6023,2.964489699981641,4,84,+,35.88427149999188,477.9728488832784,,212556.0882484,0072F1,MEDIUM,171102,029C5E,171102,True
6088,3.140392300003441,4,65,+,36.06017410001368,369.5226789822572,,212556.264151,0072F1,MEDIUM,171167,029C9F,171167,True
6156,3.316625199979171,4,68,+,36.23640699998941,385.853038844419,,212556.4403839,0072F1,MEDIUM,171235,029CE3,171235,True
6241,3.492194299993571,4,85,+,36.41197610000381,484.1398628404914,,212556.615953,0072F1,MEDIUM,171320,029D38,171320,True
6324,3.6683263999875635,4,83,+,36.588108199997805,471.2372134484907,,212556.7920851,0072F1,MEDIUM,171403,029D8B,171403,True
6382,3.844037999981083,4,58,+,36.763819799991325,330.08634604738177,,212556.9677967,0072F1,MEDIUM,171461,029DC5,171461,True
6477,4.02004069997929,4,95,+,36.93982249998953,539.7644468009161,,212557.1437994,0072F1,MEDIUM,171556,029E24,171556,True
6574,4.196022899996024,4,97,+,37.115804700006265,551.1921091495433,,212557.3197816,0072F1,MEDIUM,171653,029E85,171653,True
6706,4.37221909998334,4,132,+,37.29200089999358,749.1648515092949,,212557.4959778,0072F1,MEDIUM,171785,029F09,171785,True
6846,4.547837799997069,4,140,+,37.46761960000731,797.1816212570509,,212557.6715965,0072F1,MEDIUM,171925,029F95,171925,True
7020,4.72375489998376,4,174,+,37.643536699994,989.1022533520842,,212557.8475136,0072F1,MEDIUM,172099,02A043,172099,True
7220,4.899550000001909,4,200,+,37.81933180001215,1137.6881379478257,,212558.0233087,0072F1,MEDIUM,172299,02A10B,172299,True
7401,5.075895399990259,4,181,+,37.9956772000005,1026.3947911993055,,212558.1996541,0072F1,MEDIUM,172480,02A1C0,172480,True
7616,5.2513738999841735,4,215,+,38.171155699994415,1225.2213234524788,,212558.3751326,0072F1,MEDIUM,172695,02A297,172695,True
7876,5.427562700002454,4,260,+,38.347344500012696,1475.6897145166054,,212558.5513214,0072F1,MEDIUM,172955,02A39B,172955,True
8148,5.603167799999937,4,272,+,38.52294960001018,1548.9299570678663,,212558.7269265,0072F1,MEDIUM,173227,02A4AB,173227,True
8425,5.779029500001343,4,277,+,38.698811300011585,1575.1013438274856,,212558.9027882,0072F1,MEDIUM,173504,02A5C0,173504,True
8725,5.95492610000656,4,300,+,38.8747079000168,1705.5474636297822,,212559.0786848,0072F1,MEDIUM,173804,02A6EC,173804,True
9044,6.130841899983352,4,319,+,39.050623699993594,1813.3675317514646,,212559.2546006,0072F1,MEDIUM,174123,02A82B,174123,True
