cumulative_from_start,delta_counts,direction,elapsed_s,instant_cps,invalid_reason,monotonic_s,payload_hex,phase,raw_position,rx_bytes_hex,unwrapped_position,valid
8046,244,+,6.805651700007729,1383.281904389884,,212360.4677381,0072F1,MEDIUM,79985,013871,79985,True
8286,240,+,6.981449299986707,1365.2063511031984,,212360.6435357,0072F1,MEDIUM,80225,013961,80225,True
8531,245,+,7.157347100001061,1392.8542595757683,,212360.8194335,0072F1,MEDIUM,80470,013A56,80470,True
8771,240,+,7.332876100001158,1367.295432662794,,212360.9949625,0072F1,MEDIUM,80710,013B46,80710,True
9046,275,+,7.508916099992348,1562.1449671311236,,212361.1710025,0072F1,MEDIUM,80985,013C59,80985,True
9401,355,+,7.684703600010835,2019.4837514764492,,212361.34679,0072F1,MEDIUM,81340,013DBC,81340,True
9749,348,+,7.860635699995328,1978.035844684814,,212361.5227221,0072F1,MEDIUM,81688,013F18,81688,True
10103,354,+,8.036512999999104,2012.7668550313151,,212361.6985994,0072F1,MEDIUM,82042,01407A,82042,True
10490,387,+,8.21286259999033,2194.5045524302486,,212361.874949,0072F1,MEDIUM,82429,0141FD,82429,True
10905,415,+,8.388327699998626,2365.1426977808073,,212362.0504141,0072F1,MEDIUM,82844,01439C,82844,True
11313,408,+,8.564188399992418,2320.0180598303364,,212362.2262748,0072F1,MEDIUM,83252,014534,83252,True
11677,364,+,8.740478899999289,2064.773768216735,,212362.4025653,0072F1,MEDIUM,83616,0146A0,83616,True
12094,417,+,8.916285799990874,2371.9205561326653,,212362.5783722,0072F1,MEDIUM,84033,014841,84033,True
12534,440,+,9.091926499997498,2505.1141334747836,,212362.7540129,0072F1,MEDIUM,84473,0149F9,84473,True
13028,494,+,9.26816899998812,2802.9561543117425,,212362.9302554,0072F1,MEDIUM,84967,014BE7,84967,True
13509,481,+,9.443833199999062,2738.1788660981465,,212363.1059196,0072F1,MEDIUM,85448,014DC8,85448,True
13995,486,+,9.619644899998093,2764.3211458775468,,212363.2817313,0072F1,MEDIUM,85934,014FAE,85934,True
14471,476,+,9.795718700013822,2703.4118645561025,,212363.4578051,0072F1,MEDIUM,86410,01518A,86410,True
14954,483,+,9.971793300006539,2743.155458084126,,212363.6338797,0072F1,MEDIUM,86893,01536D,86893,True
15403,449,+,10.147347999998601,2557.6074011137325,,212363.8094344,0072F1,MEDIUM,87342,01552E,87342,True
15874,471,+,10.323270299995784,2677.318338877693,,212363.9853567,0072F1,MEDIUM,87813,015705,87813,True
16359,485,+,10.499600999988616,2750.513665627802,,212364.1616874,0072F1,MEDIUM,88298,0158EA,88298,True
